barcode;name;brand;category;reference;arcor_code;arcor_desc;confidence
7790580110024;EXTRAFINO AGUILA 60% CACAO 4 X 15 X 150 Gr.;ARCOR;CHOCOLATES;1012902;1012902;EXTRAFINO AGUILA 60% CACAO 4 X 15 X 150 Gr.;arcor-catalog
7790580116019;EXTRAFINO BARRITA AGUILA 60% CACAO 24 X 24 X 12 Gr.;ARCOR;CHOCOLATES;1011601;1011601;EXTRAFINO BARRITA AGUILA 60% CACAO 24 X 24 X 12 Gr.;arcor-catalog
;FLAN GODET DDL x25;ARCOR;;13195;;;sin-match
;FLAN GODET DDL x25g.;ARCOR;;14550;;;sin-match
;FLAN.VAINI.GODET x25g;ARCOR;;14551;;;sin-match
7790580111083;FLANES GODET DULCE DE LECHE 48 X 30 Gr.;ARCOR;ALIMENTOS;1011108;1011108;FLANES GODET DULCE DE LECHE 48 X 30 Gr.;arcor-catalog
7790580111076;FLANES GODET VAINILLA 48 X 30 Gr.;ARCOR;ALIMENTOS;1011107;1011107;FLANES GODET VAINILLA 48 X 30 Gr.;arcor-catalog
;FLICS FRUTA x12u.;ARCOR;;14156;;;sin-match
7790580587307;FLICS FRUTA x14u.;ARCOR;GOLOSINAS;5873;1005873;FLICS FRUTILLA 30 x 14 x 12,6 Gr.;alta
7790580587307;FLICS FRUTILLA 30 x 14 x 12,6 Gr.;ARCOR;GOLOSINAS;1005873;1005873;FLICS FRUTILLA 30 x 14 x 12,6 Gr.;arcor-catalog
7790580587109;FLICS MENTA 30 x 14 x 12,6 Gr.;ARCOR;GOLOSINAS;1005871;1005871;FLICS MENTA 30 x 14 x 12,6 Gr.;arcor-catalog
;FLICS MENTA x12u.;ARCOR;;14155;;;sin-match
7790580587109;FLICS MENTA x14u.;ARCOR;GOLOSINAS;5871;1005871;FLICS MENTA 30 x 14 x 12,6 Gr.;alta
;FORMIS BLACK x102g;ARCOR;;13997;;;sin-match
;FORMIS CHO/DDL x102g;ARCOR;;13996;;;sin-match
;FORMIS CHO/DDL x72g;ARCOR;;13991;;;sin-match
;FORMIS VAI/CHO x102g;ARCOR;;13993;;;sin-match
;FORMIS VAI/CHO x72g;ARCOR;;13990;;;sin-match
;FORMIS VAI/FRU x102g;ARCOR;;13992;;;sin-match
;FORMIS VAI/FRU x72g;ARCOR;;13989;;;sin-match
;GALL. CER.MIX AVE/CHOC x207g.;ARCOR;;14502;;;sin-match
;GALL. CER.MIX AVE/PAS x207g;ARCOR;;13574;;;sin-match
;GALL. CER.MIX FRU/CHIA x207g;ARCOR;;13576;;;sin-match
;GALL. CER.MIX SEM/CHI x207g;ARCOR;;13575;;;sin-match
;GALL. CER.MIX. C/CACAO x150g;ARCOR;;14094;;;sin-match
;GALL. CER.MIX. FRUTILLA x150g;ARCOR;;14093;;;sin-match
;GALL. COFLER BAÑADA x132g;ARCOR;;14369;;;sin-match
;GALL. COFLER BAÑADAS BOB x105g;ARCOR;;14373;;;sin-match
;GALL. COFLER BAÑADAS CHOCOLATE x105.6gr;ARCOR;;14375;;;sin-match
;GALL. COFLER RELL CHO/VAI x85g;ARCOR;;14377;;;sin-match
;GALL. COFLER RELL VAI/CHO x85g;ARCOR;;14378;;;sin-match
;GALL. COFLER RELL. BOB x85g;ARCOR;;14380;;;sin-match
;GALL. OBLEA COFLER CHO/VAI x91g;ARCOR;;14381;;;sin-match
;GALL. OBLEA COFLER VAI/CHOC x87g;ARCOR;;14382;;;sin-match
;GALLETA COFLER COOKIES x120g;ARCOR;;12794;;;sin-match
;GALLETITA BLOCK x124g.;ARCOR;;11695;;;sin-match
;GALLETITAS ROCKLET x 118g;ARCOR;;11074;;;sin-match
;GARBANZOS SEC.ARCORx300g.;ARCOR;;13247;;;sin-match
;GEL BC CEREZA x18g;ARCOR;;14563;;;sin-match
;GEL BC CEREZA x18g;ARCOR;;14088;;;sin-match
;GEL BC DURAZNO x18g;ARCOR;;14564;;;sin-match
;GEL BC DURAZNO x18g;ARCOR;;14090;;;sin-match
;GEL BC FRAMBUESA x18g;ARCOR;;14565;;;sin-match
;GEL BC FRUTILLA x20g;ARCOR;;14089;;;sin-match
;GEL BC LIGHT FRAMBUE X 18g;ARCOR;;14160;;;sin-match
;GEL GODET CEREZA x25g.;ARCOR;;14553;;;sin-match
;GEL GODET CEREZA x30g;ARCOR;;13204;;;sin-match
;GEL GODET DURAZNO x25g;ARCOR;;13206;;;sin-match
;GEL MOGUL CEREZA x25g;ARCOR;;13210;;;sin-match
;GEL MOGUL FRUTILLA x25gr;ARCOR;;14558;;;sin-match
;GEL MOGUL FRUTILLA x25gr;ARCOR;;13209;;;sin-match
;GEL MOGUL UVA x25g;ARCOR;;13212;;;sin-match
;GEL.FRAMB GODET x25g;ARCOR;;14554;;;sin-match
;GEL.FRUT.GODET x25g;ARCOR;;14552;;;sin-match
7790580113445;GELATINA MOGUL CEREZA 48 X 30 Gr.;ARCOR;ALIMENTOS;1011344;1011344;GELATINA MOGUL CEREZA 48 X 30 Gr.;arcor-catalog
7790580113346;GELATINA MOGUL FRUTILLA 48 X 30 Gr.;ARCOR;ALIMENTOS;1011334;1011334;GELATINA MOGUL FRUTILLA 48 X 30 Gr.;arcor-catalog
7790580113353;GELATINA MOGUL MANZANA 48 X 30 Gr.;ARCOR;ALIMENTOS;1011335;1011335;GELATINA MOGUL MANZANA 48 X 30 Gr.;arcor-catalog
7790580127794;GELATINA MOGUL SANDÍA 48 X 30 Gr.;ARCOR;ALIMENTOS;1012779;1012779;GELATINA MOGUL SANDÍA 48 X 30 Gr.;arcor-catalog
7790580113377;GELATINA MOGUL UVA 48 X 30 Gr.;ARCOR;ALIMENTOS;1011337;1011337;GELATINA MOGUL UVA 48 X 30 Gr.;arcor-catalog
7790580110727;GELATINAS BC ANANÁ LIGHT 48 X 20 Gr.;ARCOR;ALIMENTOS;1011100;1011100;GELATINAS BC ANANÁ LIGHT 48 X 20 Gr.;arcor-catalog
7790580110994;GELATINAS BC CEREZA LIGHT 48 X 20 Gr.;ARCOR;ALIMENTOS;1011099;1011099;GELATINAS BC CEREZA LIGHT 48 X 20 Gr.;arcor-catalog
7790580113322;GELATINAS BC DURAZNO LIGHT 48 X 20 Gr.;ARCOR;ALIMENTOS;1011332;1011332;GELATINAS BC DURAZNO LIGHT 48 X 20 Gr.;arcor-catalog
7790580110987;GELATINAS BC FRUTILLA LIGHT 48 X 20 Gr.;ARCOR;ALIMENTOS;1011098;1011098;GELATINAS BC FRUTILLA LIGHT 48 X 20 Gr.;arcor-catalog
7790580110949;GELATINAS GODET CEREZA 48 X 30 Gr.;ARCOR;ALIMENTOS;1011094;1011094;GELATINAS GODET CEREZA 48 X 30 Gr.;arcor-catalog
7790580110963;GELATINAS GODET DURAZNO 48 X 30 Gr.;ARCOR;ALIMENTOS;1011096;1011096;GELATINAS GODET DURAZNO 48 X 30 Gr.;arcor-catalog
7790580110956;GELATINAS GODET FRAMBUESA 48 X 30 Gr.;ARCOR;ALIMENTOS;1011095;1011095;GELATINAS GODET FRAMBUESA 48 X 30 Gr.;arcor-catalog
7790580110932;GELATINAS GODET FRUTILLA 48 X 30 Gr.;ARCOR;ALIMENTOS;1011093;1011093;GELATINAS GODET FRUTILLA 48 X 30 Gr.;arcor-catalog
7790580113483;GELATO AGUILA CHOCOLATE 6 X 450 Cc.;ARCOR;HELADOS;1011348;1011348;GELATO AGUILA CHOCOLATE 6 X 450 Cc.;arcor-catalog
7790580112578;GELATO AGUILA GRANIZADO 6 X 450 Cc.;ARCOR;HELADOS;1011257;1011257;GELATO AGUILA GRANIZADO 6 X 450 Cc.;arcor-catalog
7790580118143;GELATO BON O BON 6 X 450 Cc.;ARCOR;HELADOS;1011814;1011814;GELATO BON O BON 6 X 450 Cc.;arcor-catalog
7790580112400;GELATO SUPER DULCE DE LECHE 6 X 450 Cc.;ARCOR;HELADOS;1011240;1011240;GELATO SUPER DULCE DE LECHE 6 X 450 Cc.;arcor-catalog
7790580127565;HEL. AGRUP MR POPS FRUT/ANA 6x40g;ARCOR;HELADOS;12756;1012756;AGRUPADO MR POP'S 12 X 6 X 40 Cc.;alta
7790580127572;HEL. AGRUP PALITO BOMBON x6un;ARCOR;HELADOS;12757;1012757;AGRUPADO PALITO BOMBÓN HELADO 12 X 6 X 40 Cc.;alta
;HEL. AGRUP.CHOCOTORTA 6x53 g;ARCOR;;14261;;;sin-match
;HEL. AGRUPADO BLOCK 4x61g;ARCOR;;14263;;;sin-match
;HEL. AGRUPADO BOB x4un;ARCOR;;14262;;;sin-match
;HEL. ARCOR CREMA AMERICANA x20u;ARCOR;;13072;;;sin-match
;HEL. ARCOR DULCE DE LECHE x20u;ARCOR;;13073;;;sin-match
;HEL. BLOCK BITES x180g.;ARCOR;;15136;;;sin-match
7790580112653;HEL. BOMBON ARCOR KIDSx30u.;ARCOR;HELADOS;11265;1011265;PALITOS INDULGENTES INFANTILES PALITO BOMBÓN ARCOR 30 X 60 Cc.;alta
;HEL. BOMBON ESCOCES BOB x6u.;ARCOR;;14790;;;sin-match
;HEL. BON O BON BITES x180g.;ARCOR;;15138;;;sin-match
7790580111243;HEL. CITOS BON O BON X 12u;ARCOR;HELADOS;11124;1011124;BOMBONES Y BOCADITOS BON O BON CITOS 12 X 180 Cc.;alta
;HEL. CITOS COFLER BLOCK x12;ARCOR;;13541;;;sin-match
;HEL. CITOS COFLER DDL x12;ARCOR;;13587;;;sin-match
7790580126230;HEL. COFLER AGUILA S/A 16x63gr;ARCOR;HELADOS;12623;1012623;COFLER AGUILA SEMIA. 16 X 63 Gr. (80 Cc.);alta
7790580395803;HEL. COFLER ALMENDRA 16x80cc;ARCOR;HELADOS;11318;1011318;PALITOS INDULGENTES COFLER ALMENDRAS 16 X 80 Cc.;alta
7790580108397;HEL. COFLER BLOCK X 16u;ARCOR;HELADOS;11328;1011328;PALITOS INDULGENTES COFLER BLOCK 16 X 80 Cc.;alta
;HEL. COFLER CHOCOLI COOK CREAM 16x66g;ARCOR;;14267;;;sin-match
7790580121334;HEL. COFLER CHOCOLINAS x16U;ARCOR;HELADOS;12133;1012133;PALITOS INDULGENTES COFLER CHOCOLINAS 16 X 80 Cc.;alta
;HEL. COFLER DDL 16u x 63g;ARCOR;;14783;;;sin-match
;HEL. COFLER DDL BITESx180g.;ARCOR;;15137;;;sin-match
;HEL. CONO ARC AMER/DDL  x18u;ARCOR;;13067;;;sin-match
;HEL. CONO ARC FRUT/AME x18u;ARCOR;;13066;;;sin-match
7790580397203;HEL. CONO BONoBON 14u.x135cc;ARCOR;HELADOS;3972;1003972;CONOS CONO BON O BON 14 X 135 Cc.;alta
;HEL. CONO COFLER BLOCK 18x95g;ARCOR;;14219;;;sin-match
7790580982508;HEL. CONO COFLER DUO 14u.x135cc;ARCOR;HELADOS;9825;1009825;CONOS CUCURUCHO COFLER AMERICANA/DDL 14 X 135 Cc.;alta
;HEL. CONO FRUT/AMER 14u.x110cc;ARCOR;;14791;;;sin-match
;HEL. CORAZON BOB BCO 16x60g;ARCOR;;13966;;;sin-match
;HEL. CORAZON BONoBON 16x61gr;ARCOR;;14081;;;sin-match
7790580524203;HEL. FANTA 16x80cc;ARCOR;HELADOS;11339;1011339;LICENCIAS FANTA 16 X 80 Cc.;alta
7790580112578;HEL. GELATO AME/GRAN x 250g;ARCOR;HELADOS;11257;1011257;GELATO AGUILA GRANIZADO 6 X 450 Cc.;alta
;HEL. GELATO BC FRUTILLA 300G;ARCOR;;13539;;;sin-match
;HEL. GELATO BC LIM x300g;ARCOR;;13946;;;sin-match
;HEL. GELATO BLOK/DDL x520g;ARCOR;;14212;;;sin-match
;HEL. GELATO BOB/ROCKL x520g;ARCOR;;14213;;;sin-match
7790580118143;HEL. GELATO BoB 250g.;ARCOR;HELADOS;11814;1011814;GELATO BON O BON 6 X 450 Cc.;alta
7790580112400;HEL. GELATO COF DDL x 250g;ARCOR;HELADOS;11240;1011240;GELATO SUPER DULCE DE LECHE 6 X 450 Cc.;alta
;HEL. GELATO COFLER BLOCK x250G;ARCOR;;13534;;;sin-match
;HEL. GELATO DUO BLOCK MITI X520G;ARCOR;;14211;;;sin-match
;HEL. GELATO FRUTILLA x250g.;ARCOR;;15252;;;sin-match
;HEL. GELATO XL DUO GR/INT x520g;ARCOR;;14210;;;sin-match
;HEL. KOPA DDL-CHOCO 18x90g;ARCOR;;13947;;;sin-match
;HEL. KOPA DUL/AMER x18u;ARCOR;;13528;;;sin-match
;HEL. KOPA FRUTI/AMER x18u;ARCOR;;13526;;;sin-match
7790580127107;HEL. MOG EXTRE SANDIA 30x50g;ARCOR;HELADOS;12710;1012710;PALITOS AGUA INFANTILES MOGUL EXTREME SANDIA 30 X 50 Cc.;alta
;HEL. MOGUL DIENTES 16x60G;ARCOR;;14192;;;sin-match
;HEL. MOGUL FR-LI AGRUP. x6u.;ARCOR;;14273;;;sin-match
;HEL. MOGUL FRU/NAR 46x51g;ARCOR;;14231;;;sin-match
;HEL. MOGUL LIMON/BLUEBE x50g;ARCOR;;13524;;;sin-match
;HEL. MOGUL TUBITO x24un;ARCOR;;14218;;;sin-match
;HEL. MULTIPAK MOGUL AGUA x18u;ARCOR;;14266;;;sin-match
;HEL. MULTIPAK PAL.BOMBON  x18u;ARCOR;;14260;;;sin-match
;HEL. PAL.BOMBON CHOCO 24x50g.;ARCOR;;15253;;;sin-match
;HEL. PALETA ARCOR MILK 20x52g;ARCOR;;13960;;;sin-match
;HEL. PALITO CHOCOTORTA 20x53g;ARCOR;;14217;;;sin-match
7790580121921;HEL. PALITO CINDOR  24x60;ARCOR;HELADOS;12192;1012192;LICENCIAS CINDOR 24 X 60 Cc.;alta
7790580524104;HEL. PALITO ROCKLETS x16u;ARCOR;HELADOS;11316;1011316;PALITOS INDULGENTES INFANTILES ROCKLETS COLORES 16 X 60 Cc.;alta
;HEL. POST GELATO CHOC/AMER;ARCOR;;13525;;;sin-match
;HEL. POST GELATO CHOCOTORTA x 275g;ARCOR;;14216;;;sin-match
;HEL. POST GELATO ROCKLETS x250g;ARCOR;;13959;;;sin-match
7790580121877;HEL. POSTRE AGUILA x 637g;ARCOR;HELADOS;12187;1012187;POSTRE HELADO AGUILA 6 X 1400 Cc.;alta
7790580121884;HEL. POSTRE ALMENDRADO x 675gr;ARCOR;HELADOS;12188;1012188;POSTRE HELADO ALMENDRADO ARCOR 6 X 1400 Cc.;alta
7790580121907;HEL. POSTRE BON O BON x 637gr;ARCOR;HELADOS;12190;1012190;POSTRE HELADO BON O BON 6 X 1400 Cc.;alta
;HEL. POSTRE CHOCOTORTA x637g;ARCOR;;13830;;;sin-match
;HEL. POSTRE COF.3 PLACERESx500g;ARCOR;;13949;;;sin-match
;HEL. POSTRE COFLER BLOCK x500gr;ARCOR;;13530;;;sin-match
7790580121860;HEL. POSTRE TOFI X 637gr;ARCOR;HELADOS;12186;1012186;POSTRE HELADO TOFI 6 X 1400 Cc.;alta
7790580024901;HEL. SLICE FRUTILLA C/FTA. 22x70cc;ARCOR;HELADOS;11330;1011330;PALITOS AGUA ADULTOS SLICE FRUTILLA 22 X 70 Cc.;alta
7790580708405;HEL. SLICE LIMON 22x70cc;ARCOR;HELADOS;11331;1011331;PALITOS AGUA ADULTOS SLICE LIMÓN 22 X 70 Cc.;alta
;HEL. TORTA AGUILA 1.1KG;ARCOR;;13538;;;sin-match
7790580130022;HEL. TRES CREMAS AME DDL FRUT;ARCOR;HELADOS;13020;1013020;ARCOR TRES CREMAS 8U X 1 Kg.;alta
7790580454210;HEL. TRES CREMAS CHOC VAI DDL;ARCOR;HELADOS;4542;1004542;POSTRE HELADO TRES CREMAS ARCOR 8 X 2000 Cc.;alta
;HEL.BARRITA AGUI SEM/AMAx24;ARCOR;;14009;;;sin-match
;HEL.BARRITA AGUILA DDL x6u.;ARCOR;;15250;;;sin-match
;HEL.BARRITA AGUILA x24u;ARCOR;;14008;;;sin-match
7790580113469;HEL.BARRlTA AGUlLA AMER.x8u.;ARCOR;HELADOS;11346;1011346;AGRUPADO AGUILA 12 X 8 X 48 Cc.;alta
;HOGAREÑAS 7 SEMILLA x189g;ARCOR;;13606;;;sin-match
;HOGAREÑAS 7 SEMILLAS x3;ARCOR;;13607;;;sin-match
;HOGAREÑAS MIX CEREAL x185g;ARCOR;;13609;;;sin-match
;HOGAREÑAS MIX CEREAL x3;ARCOR;;13610;;;sin-match
;HOGAREÑAS SALVADO 3x200G;ARCOR;;13295;;;sin-match
;HOGAREÑAS SALVADO x200G;ARCOR;;13296;;;sin-match
;HOGAREÑAS SESAMO x167g;ARCOR;;13608;;;sin-match
;HUE. SUPER ROCKLETS 12X28G;ARCOR;;13335;;;sin-match
;HUEVITOS MILK DISPENSER x60u.;ARCOR;;14624;;;sin-match
;HUEVO ARCOR  MILK 12x22g;ARCOR;;13430;;;sin-match
7790580357610;HUEVO TOY'S HUEVO TOY'S 8 X 12 X 22 Gr.;ARCOR;CHOCOLATES;1003576;1003576;HUEVO TOY'S HUEVO TOY'S 8 X 12 X 22 Gr.;arcor-catalog
7790580983307;JARDINERA 24 X 300 Gr.;ARCOR;ALIMENTOS;1009833;1009833;JARDINERA 24 X 300 Gr.;arcor-catalog
;JARDINERA ARCOR x300g;ARCOR;;13253;;;sin-match
7790580308100;JELLY BUTTON  MOGUL x1.k;ARCOR;GOLOSINAS;3081;1003081;MOGUL GRANEL JELLY BUTTON 6 x 1 Kg.;alta
7790580106416;JUGO EN POLVO ARCOR ANANÁ 12 X 18 X 20 Gr.;ARCOR;ALIMENTOS;1010641;1010641;JUGO EN POLVO ARCOR ANANÁ 12 X 18 X 20 Gr.;arcor-catalog
7790580111632;JUGO EN POLVO ARCOR DURAZNO 12 X 18 X 20 Gr.;ARCOR;ALIMENTOS;1011163;1011163;JUGO EN POLVO ARCOR DURAZNO 12 X 18 X 20 Gr.;arcor-catalog
7790580106041;JUGO EN POLVO ARCOR LIMONADA 12 X 18 X 20 Gr.;ARCOR;ALIMENTOS;1010640;1010640;JUGO EN POLVO ARCOR LIMONADA 12 X 18 X 20 Gr.;arcor-catalog
7790580111649;JUGO EN POLVO ARCOR MANGO NARANJA 12 X 18 X 20 Gr.;ARCOR;ALIMENTOS;1011164;1011164;JUGO EN POLVO ARCOR MANGO NARANJA 12 X 18 X 20 Gr.;arcor-catalog
7790580106379;JUGO EN POLVO ARCOR MANZANA 12 X 18 X 20 Gr.;ARCOR;ALIMENTOS;1010637;1010637;JUGO EN POLVO ARCOR MANZANA 12 X 18 X 20 Gr.;arcor-catalog
7790580106386;JUGO EN POLVO ARCOR MULTIFRUTA 12 X 18 X 20 Gr.;ARCOR;ALIMENTOS;1010638;1010638;JUGO EN POLVO ARCOR MULTIFRUTA 12 X 18 X 20 Gr.;arcor-catalog
7790580106362;JUGO EN POLVO ARCOR NARANJA 12 X 18 X 20 Gr.;ARCOR;ALIMENTOS;1010636;1010636;JUGO EN POLVO ARCOR NARANJA 12 X 18 X 20 Gr.;arcor-catalog
7790580106423;JUGO EN POLVO ARCOR NARANJA BANANA 12 X 18 X 20 Gr.;ARCOR;ALIMENTOS;1010642;1010642;JUGO EN POLVO ARCOR NARANJA BANANA 12 X 18 X 20 Gr.;arcor-catalog
7790580106430;JUGO EN POLVO ARCOR NARANJA DULCE 12 X 18 X 20 Gr.;ARCOR;ALIMENTOS;1010643;1010643;JUGO EN POLVO ARCOR NARANJA DULCE 12 X 18 X 20 Gr.;arcor-catalog
7790580106393;JUGO EN POLVO ARCOR NARANJA DURAZNO 12 X 18 X 20 Gr.;ARCOR;ALIMENTOS;1010639;1010639;JUGO EN POLVO ARCOR NARANJA DURAZNO 12 X 18 X 20 Gr.;arcor-catalog
;JUGO MANZANA ARCOR 1LT;ARCOR;;14198;;;sin-match
;JUGO MULTIFRUTA ARCOR 1LT;ARCOR;;14201;;;sin-match
;JUGO NARANJA ARCOR 1LT;ARCOR;;14196;;;sin-match
;JUGO TETRA ARCOR MANZA. x200cc.;ARCOR;;15040;;;sin-match
;JUGO TETRA ARCOR MULTIF x200cc.;ARCOR;;15041;;;sin-match
;JUGO TETRA ARCOR NARAN. x200cc.;ARCOR;;15039;;;sin-match
7790580105419;JUGO TETRA.ARCOR.MANZ. X200CC;ARCOR;ALIMENTOS;10541;1010541;JUGOS ARCOR 200 ML MANZANA 24 X 200 Ml.;alta
7790580105389;JUGO TETRA.ARCOR.MULTIF. X200CC;ARCOR;ALIMENTOS;10538;1010538;JUGOS ARCOR 200 ML MULTIFRUTA 24 X 200 Ml.;alta
7790580005405;JUGO TETRA.ARCOR.NARAN. X200C;ARCOR;ALIMENTOS;10540;1010540;JUGOS ARCOR 200 ML NARANJA 24 X 200 Ml.;alta
7790580105419;JUGOS ARCOR 200 ML MANZANA 24 X 200 Ml.;ARCOR;ALIMENTOS;1010541;1010541;JUGOS ARCOR 200 ML MANZANA 24 X 200 Ml.;arcor-catalog
7790580105389;JUGOS ARCOR 200 ML MULTIFRUTA 24 X 200 Ml.;ARCOR;ALIMENTOS;1010538;1010538;JUGOS ARCOR 200 ML MULTIFRUTA 24 X 200 Ml.;arcor-catalog
7790580005405;JUGOS ARCOR 200 ML NARANJA 24 X 200 Ml.;ARCOR;ALIMENTOS;1010540;1010540;JUGOS ARCOR 200 ML NARANJA 24 X 200 Ml.;arcor-catalog
7790580411541;JUGOS EN POLVO ARCOR FRUTILLA 12 X 18 X 20 Gr.;ARCOR;ALIMENTOS;1012143;1012143;JUGOS EN POLVO ARCOR FRUTILLA 12 X 18 X 20 Gr.;arcor-catalog
7790580111663;JUGOS EN POLVO BC ANANÁ 16 X 18 X 9 Gr.;ARCOR;LA CAMPAGNOLA;1011166;1011166;JUGOS EN POLVO BC ANANÁ 16 X 18 X 9 Gr.;arcor-catalog
7790580984205;JUGOS EN POLVO BC LIMONADA 16 X 18 X 9.3 Gr.;ARCOR;LA CAMPAGNOLA;1009842;1009842;JUGOS EN POLVO BC LIMONADA 16 X 18 X 9.3 Gr.;arcor-catalog
7790580984304;JUGOS EN POLVO BC MANGO NARANJA 16 X 18 X 7.9 Gr.;ARCOR;LA CAMPAGNOLA;1009843;1009843;JUGOS EN POLVO BC MANGO NARANJA 16 X 18 X 7.9 Gr.;arcor-catalog
7790580984700;JUGOS EN POLVO BC MANZANA ROJA 16 X 18 X 8.5 Gr.;ARCOR;LA CAMPAGNOLA;1009847;1009847;JUGOS EN POLVO BC MANZANA ROJA 16 X 18 X 8.5 Gr.;arcor-catalog
7790580984106;JUGOS EN POLVO BC NARANJA 16 X 18 X 9.7 Gr.;ARCOR;LA CAMPAGNOLA;1009841;1009841;JUGOS EN POLVO BC NARANJA 16 X 18 X 9.7 Gr.;arcor-catalog
7790580984403;JUGOS EN POLVO BC NARANJA DULCE 16 X 18 X 9.5 Gr.;ARCOR;LA CAMPAGNOLA;1009844;1009844;JUGOS EN POLVO BC NARANJA DULCE 16 X 18 X 9.5 Gr.;arcor-catalog
7790580111700;JUGOS EN POLVO BC NARANJA DURAZNO 16 X 18 X 9 Gr.;ARCOR;LA CAMPAGNOLA;1011170;1011170;JUGOS EN POLVO BC NARANJA DURAZNO 16 X 18 X 9 Gr.;arcor-catalog
7790580117450;KOPA CHOCOLATE 12 X 190 Cc.;ARCOR;HELADOS;1011745;1011745;KOPA CHOCOLATE 12 X 190 Cc.;arcor-catalog
7790580117443;KOPA DULCE DE LECHE 12 X 190 Cc.;ARCOR;HELADOS;1011744;1011744;KOPA DULCE DE LECHE 12 X 190 Cc.;arcor-catalog
7790580117467;KOPA FRUTILLA 12 X 190 Cc.;ARCOR;HELADOS;1011746;1011746;KOPA FRUTILLA 12 X 190 Cc.;arcor-catalog
;LA VACA LECHERA x 520G;ARCOR;;13650;;;sin-match
;LC ATUN AHUMADO x170g.;ARCOR;;14460;;;sin-match
;LC KETCHUP AMERICANO x250g.;ARCOR;;15045;;;sin-match
;LC MERM FRUTOS ROJOS x454g.;ARCOR;;14895;;;sin-match
7790580106003;LECHE ARCOR CHOCOMANI 12 x 125 Un.;ARCOR;GOLOSINAS;1001060;1001060;LECHE ARCOR CHOCOMANI 12 x 125 Un.;arcor-catalog
7790580110109;LECHE ARCOR CREMINO COCO 6 x 940 Gr.;ARCOR;GOLOSINAS;1001100;1001100;LECHE ARCOR CREMINO COCO 6 x 940 Gr.;arcor-catalog
7790580103248;LECHE ARCOR CREMINO SURTIDO 36 x 150 Gr.;ARCOR;GOLOSINAS;1010324;1010324;LECHE ARCOR CREMINO SURTIDO 36 x 150 Gr.;arcor-catalog
7790580110208;LECHE ARCOR CREMINO SURTIDO 6 x 940 Gr.;ARCOR;GOLOSINAS;1001104;1001104;LECHE ARCOR CREMINO SURTIDO 6 x 940 Gr.;arcor-catalog
7790580108304;LECHE ARCOR DULCILAC 10 x 120 Un.;ARCOR;GOLOSINAS;1001083;1001083;LECHE ARCOR DULCILAC 10 x 120 Un.;arcor-catalog
7790580104207;LECHE ARCOR HOLANDA 24 x 50 Gr.;ARCOR;GOLOSINAS;1001042;1001042;LECHE ARCOR HOLANDA 24 x 50 Gr.;arcor-catalog
7790580106409;LECHE ARCOR LA VACA LECHERA 16 x 576 Gr.;ARCOR;GOLOSINAS;1001064;1001064;LECHE ARCOR LA VACA LECHERA 16 x 576 Gr.;arcor-catalog
;LENTEJAS SEC.REMOJ.ARCORx300g.;ARCOR;;13245;;;sin-match
7790580121921;LICENCIAS CINDOR 24 X 60 Cc.;ARCOR;HELADOS;1012192;1012192;LICENCIAS CINDOR 24 X 60 Cc.;arcor-catalog
7790580524203;LICENCIAS FANTA 16 X 80 Cc.;ARCOR;HELADOS;1011339;1011339;LICENCIAS FANTA 16 X 80 Cc.;arcor-catalog
7790580121983;LICENCIAS PALITO SUPER PISTOLA 20 X 50 Cc.;ARCOR;HELADOS;1012198;1012198;LICENCIAS PALITO SUPER PISTOLA 20 X 50 Cc.;arcor-catalog
7790580223205;LOTSA FIZZ x 48u.;ARCOR;GOLOSINAS;2232;1002232;RELLENOS ARCOR LOTSA FIZZ 12 x 48 x 18,4 Gr.;alta
;MANA ACARAMELADA x145g.;ARCOR;;15190;;;sin-match
;MANA C/LECHE x136g;ARCOR;;13781;;;sin-match
;MANA CHOCOLATADA x136g;ARCOR;;13791;;;sin-match
;MANA LIMON x136g;ARCOR;;13782;;;sin-match
;MANA LIVIANA VAIN.x 393Gr.;ARCOR;;13784;;;sin-match
;MANA PETIT x140g;ARCOR;;14116;;;sin-match
;MANA RELL. CHO/VAI x152g;ARCOR;;13323;;;sin-match
;MANA RELL. LIMON 152g;ARCOR;;13325;;;sin-match
;MANA RELL. VAI/CHO x152g;ARCOR;;13324;;;sin-match
;MANA RELL.VAI/FRU x152g;ARCOR;;13326;;;sin-match
7790580439309;MANA RELLENA PAQUETE CHOCOLATE 36 X 165 Gr.;ARCOR;GALLETAS;1004393;1004393;MANA RELLENA PAQUETE CHOCOLATE 36 X 165 Gr.;arcor-catalog
7790580439002;MANA RELLENA PAQUETE FRUTILLA 36 X 165 Gr.;ARCOR;GALLETAS;1004390;1004390;MANA RELLENA PAQUETE FRUTILLA 36 X 165 Gr.;arcor-catalog
7790580439200;MANA RELLENA PAQUETE VAINILLA 36 X 165 Gr.;ARCOR;GALLETAS;1004392;1004392;MANA RELLENA PAQUETE VAINILLA 36 X 165 Gr.;arcor-catalog
;MANA VAINILLA x136g.;ARCOR;;13783;;;sin-match
7790580129040;MANI BAÑADO ARCOR x35gr;ARCOR;CHOCOLATES;12904;1012904;MANÍ BAÑADO ARCOR 12 X 16 X 35 Gr.;alta
7790580110284;MANI C/CHOCOLATE BLOCKx40g.;ARCOR;CHOCOLATES;11028;1011028;MANÍ C/CHOCOLATE BLOCK MANÍ CON CHOCOLATE BLOCK 60 X 40 Gr.;alta
