barcode;name;brand;category;reference;arcor_code;arcor_desc;confidence
7790580129040;MANÍ BAÑADO ARCOR 12 X 16 X 35 Gr.;ARCOR;CHOCOLATES;1012904;1012904;MANÍ BAÑADO ARCOR 12 X 16 X 35 Gr.;arcor-catalog
7790580110284;MANÍ C/CHOCOLATE BLOCK MANÍ CON CHOCOLATE BLOCK 60 X 40 Gr.;ARCOR;CHOCOLATES;1011028;1011028;MANÍ C/CHOCOLATE BLOCK MANÍ CON CHOCOLATE BLOCK 60 X 40 Gr.;arcor-catalog
7790580121457;MANÍ ROCKLETS 40 GRS 12 X 16 X 40 Gr.;ARCOR;CHOCOLATES;1012145;1012145;MANÍ ROCKLETS 40 GRS 12 X 16 X 40 Gr.;arcor-catalog
7790580735104;MAST. PLEGADOS ARCOR MASTICABLES 16 x 700 Gr.;ARCOR;GOLOSINAS;1007351;1007351;MAST. PLEGADOS ARCOR MASTICABLES 16 x 700 Gr.;arcor-catalog
7790580101107;MAST. PLEGADOS ARCOR MASTICABLES 36 x 150 Gr.;ARCOR;GOLOSINAS;1010110;1010110;MAST. PLEGADOS ARCOR MASTICABLES 36 x 150 Gr.;arcor-catalog
7790580122799;MASTIC. DOBLE RET. ARCOR CRAZY 10 x 800 Gr.;ARCOR;GOLOSINAS;1012279;1012279;MASTIC. DOBLE RET. ARCOR CRAZY 10 x 800 Gr.;arcor-catalog
7790580178208;MASTIC. DOBLE RET. ARCOR FRUTALES 10 x 800 Gr.;ARCOR;GOLOSINAS;1001782;1001782;MASTIC. DOBLE RET. ARCOR FRUTALES 10 x 800 Gr.;arcor-catalog
7790580121464;MASTIC. DOBLE RET. ARCOR YOGUS 10 x 800 Gr.;ARCOR;GOLOSINAS;1012146;1012146;MASTIC. DOBLE RET. ARCOR YOGUS 10 x 800 Gr.;arcor-catalog
7790580121266;MASTICABLES CONFITADOS CONFITADOS 8 x 16 x 40 Gr.;ARCOR;GOLOSINAS;1012126;1012126;MASTICABLES CONFITADOS CONFITADOS 8 x 16 x 40 Gr.;arcor-catalog
7790580122799;MASTICABLES CRAZY  x 800gr;ARCOR;GOLOSINAS;12279;1012279;MASTIC. DOBLE RET. ARCOR CRAZY 10 x 800 Gr.;alta
7790580178208;MASTICABLES FRUTA x800g;ARCOR;GOLOSINAS;1782;1001782;MASTIC. DOBLE RET. ARCOR FRUTALES 10 x 800 Gr.;alta
7790580107987;MEDALLON MENTA AGUILA 15 X 14gr;ARCOR;CHOCOLATES;10798;1010798;BOCADITOS AGUILA BOCADITO MENTA 24 X 15 X 14 Gr.;alta
7790580505806;MEMBRILLO CAJON x 5Kg.;ARCOR;ALIMENTOS;5058;1005058;DULCE MEMBRILLO ARCOR CAJÓN 5 Kg.;alta
7790580504601;MEMBRILLO ESTUCHE x 500Gr.;ARCOR;ALIMENTOS;5046;1005046;DULCE MEMBRILLO ARCOR ESTUCHE 12 X 500 Gr.;alta
;MEMBRILLO LATA x5Kg.;ARCOR;;6817;;;sin-match
;MEMBRILLO SACHET ARCOR x500g;ARCOR;;13286;;;sin-match
;MENTA CHOCOLATE x80g.;ARCOR;;15212;;;sin-match
7790580468002;MENTHOP. S/AZUCAR CHERRY x12;ARCOR;GOLOSINAS;4680;1004680;MENTHOPLUS SIN AZÚCAR CHERRY 12 x 12 x 26,6 Gr.;alta
7790580468101;MENTHOP. S/AZUCAR DURAZNO x12u;ARCOR;GOLOSINAS;4681;1004681;MENTHOPLUS SIN AZÚCAR DURAZNO 12 x 12 x 26,6 Gr.;alta
7790580468200;MENTHOP. S/AZUCAR MTOL.x12u.;ARCOR;GOLOSINAS;4682;1004682;MENTHOPLUS SIN AZÚCAR MENTOL 12 x 12 x 26,6 Gr.;alta
7790580100575;MENTHOP. S/AZUCAR STRONG x12u.;ARCOR;GOLOSINAS;10057;1010057;MENTHOPLUS SIN AZÚCAR STRONG 12 x 12 x 26,6 Gr.;alta
7790580217006;MENTHOPLUS 2 ACIDO CHERRI x12;ARCOR;GOLOSINAS;2170;1002170;MENTHOPLUS 2 BLACK CHERRY 12 x 12 x 27,2 Gr.;alta
7790580110901;MENTHOPLUS 2 ACIDO MANZANA 12x28g.;ARCOR;GOLOSINAS;11090;1011090;MENTHOPLUS 2 MANZANA 12 x 12 x 28 Gr.;alta
7790580242602;MENTHOPLUS 2 ACIDO NARANJA X12;ARCOR;GOLOSINAS;2426;1002426;MENTHOPLUS 2 NARANJA 12 x 12 x 27,2 Gr.;alta
7790580217006;MENTHOPLUS 2 BLACK CHERRY 12 x 12 x 27,2 Gr.;ARCOR;GOLOSINAS;1002170;1002170;MENTHOPLUS 2 BLACK CHERRY 12 x 12 x 27,2 Gr.;arcor-catalog
;MENTHOPLUS 2 CAFE LATTE 29x3,5g;ARCOR;;13883;;;sin-match
7790580115548;MENTHOPLUS 2 CAFE LATTE x12u;ARCOR;GOLOSINAS;11554;1011554;MENTHOPLUS 2 CAFÉ LATTE 12 x 12 x 28 Gr.;alta
7790580115548;MENTHOPLUS 2 CAFÉ LATTE 12 x 12 x 28 Gr.;ARCOR;GOLOSINAS;1011554;1011554;MENTHOPLUS 2 CAFÉ LATTE 12 x 12 x 28 Gr.;arcor-catalog
;MENTHOPLUS 2 CEREZA 29x3,5g;ARCOR;;13882;;;sin-match
;MENTHOPLUS 2 DDL x12u.;ARCOR;;13797;;;sin-match
;MENTHOPLUS 2 FTLLA x12u.;ARCOR;;14830;;;sin-match
7790580110901;MENTHOPLUS 2 MANZANA 12 x 12 x 28 Gr.;ARCOR;GOLOSINAS;1011090;1011090;MENTHOPLUS 2 MANZANA 12 x 12 x 28 Gr.;arcor-catalog
7790580123161;MENTHOPLUS 2 MENTOL 12 x 12 x 28 Gr.;ARCOR;GOLOSINAS;1012316;1012316;MENTHOPLUS 2 MENTOL 12 x 12 x 28 Gr.;arcor-catalog
7790580242602;MENTHOPLUS 2 NARANJA 12 x 12 x 27,2 Gr.;ARCOR;GOLOSINAS;1002426;1002426;MENTHOPLUS 2 NARANJA 12 x 12 x 27,2 Gr.;arcor-catalog
7790580101299;MENTHOPLUS CHERRY  x12u;ARCOR;GOLOSINAS;10129;1010129;MENTHOPLUS REGULAR CHERRY 12 x 12 x 29,4 Gr.;alta
;MENTHOPLUS COMP BERRIES x30g;ARCOR;;13712;;;sin-match
;MENTHOPLUS COMP BERRY 6x25g;ARCOR;;14728;;;sin-match
;MENTHOPLUS COMP MENTA x30g;ARCOR;;13711;;;sin-match
7790580101329;MENTHOPLUS MENTA x12u;ARCOR;GOLOSINAS;10132;1010132;MENTHOPLUS REGULAR MENTA 12 x 12 x 29,4 Gr.;alta
7790580101282;MENTHOPLUS MENTHOL x12u;ARCOR;GOLOSINAS;10128;1010128;MENTHOPLUS REGULAR MENTOL 12 x 12 x 29,4 Gr.;alta
7790580101312;MENTHOPLUS MIEL x 12u;ARCOR;GOLOSINAS;10131;1010131;MENTHOPLUS REGULAR MIEL 12 x 12 x 29,4 Gr.;alta
7790580101299;MENTHOPLUS REGULAR CHERRY 12 x 12 x 29,4 Gr.;ARCOR;GOLOSINAS;1010129;1010129;MENTHOPLUS REGULAR CHERRY 12 x 12 x 29,4 Gr.;arcor-catalog
7790580127053;MENTHOPLUS REGULAR CHERRY 60 x 3 x 29,4 Gr.;ARCOR;GOLOSINAS;1012705;1012705;MENTHOPLUS REGULAR CHERRY 60 x 3 x 29,4 Gr.;arcor-catalog
7790580101329;MENTHOPLUS REGULAR MENTA 12 x 12 x 29,4 Gr.;ARCOR;GOLOSINAS;1010132;1010132;MENTHOPLUS REGULAR MENTA 12 x 12 x 29,4 Gr.;arcor-catalog
7790580101282;MENTHOPLUS REGULAR MENTOL 12 x 12 x 29,4 Gr.;ARCOR;GOLOSINAS;1010128;1010128;MENTHOPLUS REGULAR MENTOL 12 x 12 x 29,4 Gr.;arcor-catalog
7790580127060;MENTHOPLUS REGULAR MENTOL 60 x 3 x 29,4 Gr.;ARCOR;GOLOSINAS;1012706;1012706;MENTHOPLUS REGULAR MENTOL 60 x 3 x 29,4 Gr.;arcor-catalog
7790580101312;MENTHOPLUS REGULAR MIEL 12 x 12 x 29,4 Gr.;ARCOR;GOLOSINAS;1010131;1010131;MENTHOPLUS REGULAR MIEL 12 x 12 x 29,4 Gr.;arcor-catalog
7790580116934;MENTHOPLUS REGULAR STRONG 12 x 12 x 29,4 Gr.;ARCOR;GOLOSINAS;1010130;1010130;MENTHOPLUS REGULAR STRONG 12 x 12 x 29,4 Gr.;arcor-catalog
7790580727406;MENTHOPLUS RESTO POWERADE MOUNTAIN BLAST 12 x 12 x 8 Un.;ARCOR;GOLOSINAS;1007274;1007274;MENTHOPLUS RESTO POWERADE MOUNTAIN BLAST 12 x 12 x 8 Un.;arcor-catalog
7790580468002;MENTHOPLUS SIN AZÚCAR CHERRY 12 x 12 x 26,6 Gr.;ARCOR;GOLOSINAS;1004680;1004680;MENTHOPLUS SIN AZÚCAR CHERRY 12 x 12 x 26,6 Gr.;arcor-catalog
7790580468101;MENTHOPLUS SIN AZÚCAR DURAZNO 12 x 12 x 26,6 Gr.;ARCOR;GOLOSINAS;1004681;1004681;MENTHOPLUS SIN AZÚCAR DURAZNO 12 x 12 x 26,6 Gr.;arcor-catalog
7790580468200;MENTHOPLUS SIN AZÚCAR MENTOL 12 x 12 x 26,6 Gr.;ARCOR;GOLOSINAS;1004682;1004682;MENTHOPLUS SIN AZÚCAR MENTOL 12 x 12 x 26,6 Gr.;arcor-catalog
7790580126834;MENTHOPLUS SIN AZÚCAR SANDÍA 12 x 12 x 26,6 Gr.;ARCOR;GOLOSINAS;1012683;1012683;MENTHOPLUS SIN AZÚCAR SANDÍA 12 x 12 x 26,6 Gr.;arcor-catalog
7790580100575;MENTHOPLUS SIN AZÚCAR STRONG 12 x 12 x 26,6 Gr.;ARCOR;GOLOSINAS;1010057;1010057;MENTHOPLUS SIN AZÚCAR STRONG 12 x 12 x 26,6 Gr.;arcor-catalog
7790580116934;MENTHOPLUS STRONG x12u;ARCOR;GOLOSINAS;10130;1010130;MENTHOPLUS REGULAR STRONG 12 x 12 x 29,4 Gr.;alta
7790580108816;MENTHOPLUS VITAMIN FRUTILLA 12 x 12 x 29,4 Gr.;ARCOR;GOLOSINAS;1011881;1011881;MENTHOPLUS VITAMIN FRUTILLA 12 x 12 x 29,4 Gr.;arcor-catalog
7790580108809;MENTHOPLUS VITAMIN LIMONx12u.;ARCOR;GOLOSINAS;11880;1011880;MENTHOPLUS VITAMIN LIMÓN 12 x 12 x 29,4 Gr.;alta
7790580108809;MENTHOPLUS VITAMIN LIMÓN 12 x 12 x 29,4 Gr.;ARCOR;GOLOSINAS;1011880;1011880;MENTHOPLUS VITAMIN LIMÓN 12 x 12 x 29,4 Gr.;arcor-catalog
7790580121303;MERM. S/AZU DURAZNO ARC x 390gr;ARCOR;ALIMENTOS;12130;1012130;MERMELADA FR. ARCOR SIN AZÚCAR DURAZNO 12 X 390 Gr.;alta
7790580121310;MERM. S/AZU FRUTILLA ARC x 390gr;ARCOR;ALIMENTOS;12131;1012131;MERMELADA FR. ARCOR SIN AZÚCAR FRUTILLA 12 X 390 Gr.;alta
7790580126933;MERM. S/AZU NARANJA ARC. x390g;ARCOR;ALIMENTOS;12693;1012693;MERMELADA FR. ARCOR SIN AZÚCAR NARANJA 12 X 390 Gr.;alta
;MERM.CIRUELA x454g;ARCOR;;13220;;;sin-match
;MERM.DAMASCO x 454 P.A;ARCOR;;13217;;;sin-match
;MERM.DIET CIRUELA x390g;ARCOR;;13224;;;sin-match
;MERM.DIET DAMASCO.x390;ARCOR;;13223;;;sin-match
;MERM.DIET DURAZNO x390g;ARCOR;;13222;;;sin-match
;MERM.DIET FRUTILLA x390g;ARCOR;;13225;;;sin-match
;MERM.DIET NARANJA x390g;ARCOR;;13226;;;sin-match
;MERM.DURAZNO x 454g;ARCOR;;13216;;;sin-match
;MERM.FRUTILLA x454g;ARCOR;;13218;;;sin-match
;MERM.NARANJA x454g;ARCOR;;13219;;;sin-match
7790580126926;MERMELADA FR. ARCOR SIN AZÚCAR CIRUELA 12 X 390 Gr.;ARCOR;ALIMENTOS;1012692;1012692;MERMELADA FR. ARCOR SIN AZÚCAR CIRUELA 12 X 390 Gr.;arcor-catalog
7790580121303;MERMELADA FR. ARCOR SIN AZÚCAR DURAZNO 12 X 390 Gr.;ARCOR;ALIMENTOS;1012130;1012130;MERMELADA FR. ARCOR SIN AZÚCAR DURAZNO 12 X 390 Gr.;arcor-catalog
7790580121310;MERMELADA FR. ARCOR SIN AZÚCAR FRUTILLA 12 X 390 Gr.;ARCOR;ALIMENTOS;1012131;1012131;MERMELADA FR. ARCOR SIN AZÚCAR FRUTILLA 12 X 390 Gr.;arcor-catalog
7790580126933;MERMELADA FR. ARCOR SIN AZÚCAR NARANJA 12 X 390 Gr.;ARCOR;ALIMENTOS;1012693;1012693;MERMELADA FR. ARCOR SIN AZÚCAR NARANJA 12 X 390 Gr.;arcor-catalog
7790580509309;MERMELADA FRASCO ARCOR CIRUELA 12 X 454 Gr.;ARCOR;ALIMENTOS;1005093;1005093;MERMELADA FRASCO ARCOR CIRUELA 12 X 454 Gr.;arcor-catalog
7790580509408;MERMELADA FRASCO ARCOR DAMASCO 12 X 454 Gr.;ARCOR;ALIMENTOS;1005094;1005094;MERMELADA FRASCO ARCOR DAMASCO 12 X 454 Gr.;arcor-catalog
7790580509507;MERMELADA FRASCO ARCOR DURAZNO 12 X 454 Gr.;ARCOR;ALIMENTOS;1005095;1005095;MERMELADA FRASCO ARCOR DURAZNO 12 X 454 Gr.;arcor-catalog
7790580509606;MERMELADA FRASCO ARCOR FRUTILLA 12 X 454 Gr.;ARCOR;ALIMENTOS;1005096;1005096;MERMELADA FRASCO ARCOR FRUTILLA 12 X 454 Gr.;arcor-catalog
7790580511500;MERMELADA FRASCO ARCOR LIGHT CIRUELA 12 X 390 Gr.;ARCOR;ALIMENTOS;1005115;1005115;MERMELADA FRASCO ARCOR LIGHT CIRUELA 12 X 390 Gr.;arcor-catalog
7790580511401;MERMELADA FRASCO ARCOR LIGHT DAMASCO 12 X 390 Gr.;ARCOR;ALIMENTOS;1005114;1005114;MERMELADA FRASCO ARCOR LIGHT DAMASCO 12 X 390 Gr.;arcor-catalog
7790580511302;MERMELADA FRASCO ARCOR LIGHT DURAZNO 12 X 390 Gr.;ARCOR;ALIMENTOS;1005113;1005113;MERMELADA FRASCO ARCOR LIGHT DURAZNO 12 X 390 Gr.;arcor-catalog
7790580511708;MERMELADA FRASCO ARCOR LIGHT FRUTILLA 12 X 390 Gr.;ARCOR;ALIMENTOS;1005117;1005117;MERMELADA FRASCO ARCOR LIGHT FRUTILLA 12 X 390 Gr.;arcor-catalog
7790580511609;MERMELADA FRASCO ARCOR LIGHT NARANJA 12 X 390 Gr.;ARCOR;ALIMENTOS;1005116;1005116;MERMELADA FRASCO ARCOR LIGHT NARANJA 12 X 390 Gr.;arcor-catalog
7790580509804;MERMELADA FRASCO ARCOR NARANJA 12 X 454 Gr.;ARCOR;ALIMENTOS;1005098;1005098;MERMELADA FRASCO ARCOR NARANJA 12 X 454 Gr.;arcor-catalog
;MINI COFLER LECHE 16x18g;ARCOR;;13013;;;sin-match
;MINI COFLER LECHE ROCK 16x18g;ARCOR;;14154;;;sin-match
;MINI TUB MOG EXT FRUT x500g.;ARCOR;;14748;;;sin-match
;MINI TUB MOG EXT TUT x500g.;ARCOR;;14750;;;sin-match
;MOG.EXT PALOTES BLUE 70x8g;ARCOR;;13841;;;sin-match
;MOG.EXT PALOTES PICANTES 8x48g.;ARCOR;;15120;;;sin-match
;MOG.EXT PALOTES SANDIA 70x8g;ARCOR;;13879;;;sin-match
;MOG.EXT PALOTES TUTTI 70x8g;ARCOR;;13878;;;sin-match
;MOGUL ANILLOS x220g;ARCOR;;12890;;;sin-match
;MOGUL ANILLOS x80g.;ARCOR;;15221;;;sin-match
7790580309602;MOGUL ANILLOx1k;ARCOR;GOLOSINAS;3096;1003096;MOGUL GRANEL ANILLOS 6 x 1 Kg.;alta
;MOGUL BANANITAS 12x30g.;ARCOR;;14677;;;sin-match
;MOGUL BAÑADOS x80g.;ARCOR;;13956;;;sin-match
;MOGUL BITES BAÑADOS x150g.;ARCOR;;15148;;;sin-match
7790580169305;MOGUL CEREBRITOS 12x30g;ARCOR;GOLOSINAS;1693;1001693;MOGUL INFANTILES CEREBRITOS 12 x 12 x 30 Gr.;alta
;MOGUL COLA 12x30g.;ARCOR;;14999;;;sin-match
;MOGUL COLA x500g.;ARCOR;;15146;;;sin-match
;MOGUL CONITOS YOGUS x500g;ARCOR;;13402;;;sin-match
;MOGUL CONITOS x220g;ARCOR;;13099;;;sin-match
;MOGUL CONITOS x80g.;ARCOR;;15223;;;sin-match
;MOGUL DIENTES 10x50g;ARCOR;;13751;;;sin-match
7790580259600;MOGUL DIENTES X150G;ARCOR;GOLOSINAS;2596;1002596;MOGUL GRANEL DIENTES 24 x 150 Gr.;alta
7790580263102;MOGUL DIENTES x500g.;ARCOR;GOLOSINAS;2631;1002631;MOGUL GRANEL DIENTES 6 x 500 Gr.;alta
;MOGUL DIENTES x80g.;ARCOR;;15171;;;sin-match
7790580116453;MOGUL DINOS 12X30GR;ARCOR;GOLOSINAS;11645;1011645;MOGUL INFANTILES DINOS 12 x 12 x 30 Gr.;alta
;MOGUL EUCALIPTUS 10x50g;ARCOR;;13011;;;sin-match
7790580309206;MOGUL EUCALIPTUS x1Kg.;ARCOR;GOLOSINAS;3092;1003092;MOGUL GRANEL EUCALIPTUS 6 x 1 Kg.;alta
;MOGUL EUCALIPTUS x220gr;ARCOR;;12891;;;sin-match
;MOGUL EUCALIPTUS x80g.;ARCOR;;15222;;;sin-match
;MOGUL EXTREME ROCKS 10x45gr;ARCOR;;13748;;;sin-match
;MOGUL EXTREME ROCKS x150g;ARCOR;;14512;;;sin-match
;MOGUL EXTREME TUBITOS x70g;ARCOR;;13411;;;sin-match
;MOGUL FRUTALES 10x50g;ARCOR;;13012;;;sin-match
7790580311315;MOGUL FRUTALES X1K;ARCOR;GOLOSINAS;3113;1003113;MOGUL GRANEL CONITOS 6 x 1 Kg.;alta
7790580107475;MOGUL FRUTILLA Y CREMAx500g.;ARCOR;GOLOSINAS;10747;1010747;MOGUL GRANEL FRUTILLAS Y CREMA 6 x 500 Gr.;alta
7790580123925;MOGUL FRUTILLAS ACIDAS X500G;ARCOR;GOLOSINAS;12392;1012392;MOGUL GRANEL FRUTILLAS ÁCIDAS 6 x 500 Gr.;alta
7790580128425;MOGUL FRUTILLAS ACIDAS x150g;ARCOR;GOLOSINAS;12842;1012842;MOGUL GRANEL FRUTILLAS ÁCIDAS 24 x 150 Gr.;alta
7790580436902;MOGUL GRANEL ANILLOS 16 x 250 Gr.;ARCOR;GOLOSINAS;1004369;1004369;MOGUL GRANEL ANILLOS 16 x 250 Gr.;arcor-catalog
7790580309602;MOGUL GRANEL ANILLOS 6 x 1 Kg.;ARCOR;GOLOSINAS;1003096;1003096;MOGUL GRANEL ANILLOS 6 x 1 Kg.;arcor-catalog
7790580106935;MOGUL GRANEL BOMBÓN DE FRUTA 12 x 500 Gr.;ARCOR;GOLOSINAS;1010693;1010693;MOGUL GRANEL BOMBÓN DE FRUTA 12 x 500 Gr.;arcor-catalog
7790580602406;MOGUL GRANEL CONITOS 16 x 250 Gr.;ARCOR;GOLOSINAS;1006024;1006024;MOGUL GRANEL CONITOS 16 x 250 Gr.;arcor-catalog
7790580311315;MOGUL GRANEL CONITOS 6 x 1 Kg.;ARCOR;GOLOSINAS;1003113;1003113;MOGUL GRANEL CONITOS 6 x 1 Kg.;arcor-catalog
7790580116361;MOGUL GRANEL CRAZY 6 x 500 Gr.;ARCOR;GOLOSINAS;1011636;1011636;MOGUL GRANEL CRAZY 6 x 500 Gr.;arcor-catalog
7790580259600;MOGUL GRANEL DIENTES 24 x 150 Gr.;ARCOR;GOLOSINAS;1002596;1002596;MOGUL GRANEL DIENTES 24 x 150 Gr.;arcor-catalog
7790580263102;MOGUL GRANEL DIENTES 6 x 500 Gr.;ARCOR;GOLOSINAS;1002631;1002631;MOGUL GRANEL DIENTES 6 x 500 Gr.;arcor-catalog
7790580602314;MOGUL GRANEL EUCALIPTUS 16 x 250 Gr.;ARCOR;GOLOSINAS;1006023;1006023;MOGUL GRANEL EUCALIPTUS 16 x 250 Gr.;arcor-catalog
7790580309206;MOGUL GRANEL EUCALIPTUS 6 x 1 Kg.;ARCOR;GOLOSINAS;1003092;1003092;MOGUL GRANEL EUCALIPTUS 6 x 1 Kg.;arcor-catalog
7790580107475;MOGUL GRANEL FRUTILLAS Y CREMA 6 x 500 Gr.;ARCOR;GOLOSINAS;1010747;1010747;MOGUL GRANEL FRUTILLAS Y CREMA 6 x 500 Gr.;arcor-catalog
7790580128425;MOGUL GRANEL FRUTILLAS ÁCIDAS 24 x 150 Gr.;ARCOR;GOLOSINAS;1012842;1012842;MOGUL GRANEL FRUTILLAS ÁCIDAS 24 x 150 Gr.;arcor-catalog
7790580123925;MOGUL GRANEL FRUTILLAS ÁCIDAS 6 x 500 Gr.;ARCOR;GOLOSINAS;1012392;1012392;MOGUL GRANEL FRUTILLAS ÁCIDAS 6 x 500 Gr.;arcor-catalog
7790580617103;MOGUL GRANEL GUSANITOS 6 x 500 Gr.;ARCOR;GOLOSINAS;1006171;1006171;MOGUL GRANEL GUSANITOS 6 x 500 Gr.;arcor-catalog
7790580118044;MOGUL GRANEL JELLY BUTTON 16 x 250 Gr.;ARCOR;GOLOSINAS;1011804;1011804;MOGUL GRANEL JELLY BUTTON 16 x 250 Gr.;arcor-catalog
7790580308100;MOGUL GRANEL JELLY BUTTON 6 x 1 Kg.;ARCOR;GOLOSINAS;1003081;1003081;MOGUL GRANEL JELLY BUTTON 6 x 1 Kg.;arcor-catalog
7790580123536;MOGUL GRANEL MORAS 16 x 250 Gr.;ARCOR;GOLOSINAS;1012353;1012353;MOGUL GRANEL MORAS 16 x 250 Gr.;arcor-catalog
7790580259402;MOGUL GRANEL MORAS 24 x 150 Gr.;ARCOR;GOLOSINAS;1002594;1002594;MOGUL GRANEL MORAS 24 x 150 Gr.;arcor-catalog
7790580262402;MOGUL GRANEL MORAS 6 x 500 Gr.;ARCOR;GOLOSINAS;1002624;1002624;MOGUL GRANEL MORAS 6 x 500 Gr.;arcor-catalog
7790580116354;MOGUL GRANEL MORAS CRAZY 6 x 500 Gr.;ARCOR;GOLOSINAS;1011635;1011635;MOGUL GRANEL MORAS CRAZY 6 x 500 Gr.;arcor-catalog
7790580123932;MOGUL GRANEL OSITOS 6 x 500 Gr.;ARCOR;GOLOSINAS;1012393;1012393;MOGUL GRANEL OSITOS 6 x 500 Gr.;arcor-catalog
7790580117849;MOGUL GRANEL OSO EXTREME 16 x 200 Gr.;ARCOR;GOLOSINAS;1011784;1011784;MOGUL GRANEL OSO EXTREME 16 x 200 Gr.;arcor-catalog
7790580121105;MOGUL GRANEL SANDIAS 6 x 500 Gr.;ARCOR;GOLOSINAS;1012110;1012110;MOGUL GRANEL SANDIAS 6 x 500 Gr.;arcor-catalog
7790580617103;MOGUL GUSANITOS ACIDOS x500g.;ARCOR;GOLOSINAS;6171;1006171;MOGUL GRANEL GUSANITOS 6 x 500 Gr.;alta
7790580123888;MOGUL INDIVIDUAL EUCALIPTUS 12 x 10 x 60 Gr.;ARCOR;GOLOSINAS;1012388;1012388;MOGUL INDIVIDUAL EUCALIPTUS 12 x 10 x 60 Gr.;arcor-catalog
7790580116408;MOGUL INDIVIDUAL FRUTALES 12 x 10 x 60 Gr.;ARCOR;GOLOSINAS;1011640;1011640;MOGUL INDIVIDUAL FRUTALES 12 x 10 x 60 Gr.;arcor-catalog
7790580105884;MOGUL INDIVIDUAL FRUTAS 12 x 12 x 25 Gr.;ARCOR;GOLOSINAS;1010588;1010588;MOGUL INDIVIDUAL FRUTAS 12 x 12 x 25 Gr.;arcor-catalog
7790580130237;MOGUL INDIVIDUAL OSO EXTREME 12 x 10 x 50 Gr.;ARCOR;GOLOSINAS;1013023;1013023;MOGUL INDIVIDUAL OSO EXTREME 12 x 10 x 50 Gr.;arcor-catalog
7790580116415;MOGUL INDIVIDUAL RODAJAS ÁCIDAS 12 x 10 x 60 Gr.;ARCOR;GOLOSINAS;1011641;1011641;MOGUL INDIVIDUAL RODAJAS ÁCIDAS 12 x 10 x 60 Gr.;arcor-catalog
7790580116460;MOGUL INDIVIDUAL ROLLO EXTREME 12 x 12 x 35 Gr.;ARCOR;GOLOSINAS;1011646;1011646;MOGUL INDIVIDUAL ROLLO EXTREME 12 x 12 x 35 Gr.;arcor-catalog
7790580130244;MOGUL INDIVIDUAL SANDÍA EXTREME 12 x 10 x 50 Gr.;ARCOR;GOLOSINAS;1013024;1013024;MOGUL INDIVIDUAL SANDÍA EXTREME 12 x 10 x 50 Gr.;arcor-catalog
7790580121167;MOGUL INDIVIDUAL TUTTI FRUTTI 12 x 10 x 60 Gr.;ARCOR;GOLOSINAS;1012116;1012116;MOGUL INDIVIDUAL TUTTI FRUTTI 12 x 10 x 60 Gr.;arcor-catalog
7790580169305;MOGUL INFANTILES CEREBRITOS 12 x 12 x 30 Gr.;ARCOR;GOLOSINAS;1001693;1001693;MOGUL INFANTILES CEREBRITOS 12 x 12 x 30 Gr.;arcor-catalog
7790580116453;MOGUL INFANTILES DINOS 12 x 12 x 30 Gr.;ARCOR;GOLOSINAS;1011645;1011645;MOGUL INFANTILES DINOS 12 x 12 x 30 Gr.;arcor-catalog
7790580405625;MOGUL INFANTILES MOGUL 24 x 80 Gr.;ARCOR;GOLOSINAS;1011289;1011289;MOGUL INFANTILES MOGUL 24 x 80 Gr.;arcor-catalog
7790580116446;MOGUL INFANTILES MONSTRUITOS 12 x 12 x 30 Gr.;ARCOR;GOLOSINAS;1011644;1011644;MOGUL INFANTILES MONSTRUITOS 12 x 12 x 30 Gr.;arcor-catalog
7790580199906;MOGUL INFANTILES OSITOS 12 x 12 x 30 Gr.;ARCOR;GOLOSINAS;1001999;1001999;MOGUL INFANTILES OSITOS 12 x 12 x 30 Gr.;arcor-catalog
7790580323721;MOGUL INFANTILES OSITOS 24 x 80 Gr.;ARCOR;GOLOSINAS;1011287;1011287;MOGUL INFANTILES OSITOS 24 x 80 Gr.;arcor-catalog
7790580617806;MOGUL INFANTILES PIECITOS 12 x 12 x 30 Gr.;ARCOR;GOLOSINAS;1006178;1006178;MOGUL INFANTILES PIECITOS 12 x 12 x 30 Gr.;arcor-catalog
7790580405618;MOGUL INFANTILES TIBURONCITOS 24 x 80 Gr.;ARCOR;GOLOSINAS;1011288;1011288;MOGUL INFANTILES TIBURONCITOS 24 x 80 Gr.;arcor-catalog
7790580200107;MOGUL INFANTILES TIBURÓN 12 x 12 x 30 Gr.;ARCOR;GOLOSINAS;1002001;1002001;MOGUL INFANTILES TIBURÓN 12 x 12 x 30 Gr.;arcor-catalog
7790580230104;MOGUL INFANTILES VIBORITAS 12 x 12 x 30 Gr.;ARCOR;GOLOSINAS;1002301;1002301;MOGUL INFANTILES VIBORITAS 12 x 12 x 30 Gr.;arcor-catalog
;MOGUL JELLY BEANS 10x50g;ARCOR;;14184;;;sin-match
;MOGUL JELLY BEANS x500g.;ARCOR;;14185;;;sin-match
;MOGUL JELLY BUTT x80g.;ARCOR;;15224;;;sin-match
;MOGUL JELLY BUTTON x220G;ARCOR;;12882;;;sin-match
;MOGUL LADR.EXT.FRULLAx100g.;ARCOR;;15273;;;sin-match
;MOGUL LADR.EXT.FRULLAx150g;ARCOR;;14165;;;sin-match
;MOGUL LADR.EXT.FRULLAx500g.;ARCOR;;14164;;;sin-match
;MOGUL LADR.EXT.MIX x500g.;ARCOR;;15109;;;sin-match
